хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2017-10-24,'300173,жг╩шки╣б,12.1,12.48,11.81,12.38,12.35,-0.25,-2.0243,1.6684,6759299,81749445.16,7092784086.3,4902116003.4
2017-10-23,'300173,жг╩шки╣б,12.35,12.35,12.05,12.27,12.31,0.04,0.3249,1.8468,7481911,91229573.43,7239329212.05,5003399391.9
2017-10-20,'300173,жг╩шки╣б,12.31,12.36,11.98,12.0,12.3,0.01,0.0813,3.0861,12502633,151827224.61,7215881991.93,4987194049.74
2017-10-19,'300173,жг╩шки╣б,12.3,12.71,11.44,11.55,11.55,0.75,6.4935,5.1484,20857976,259497456.34,7210020186.9,4983142714.2
2017-10-18,'300173,жг╩шки╣б,11.55,11.76,11.3,11.38,11.38,0.17,1.4938,0.8453,3424541,39757598.16,6770384809.65,4679292548.7
2017-10-17,'300173,жг╩шки╣б,11.38,11.55,11.22,11.55,11.35,0.03,0.2643,0.384,1555900,17629767.0,6670734124.14,4610419844.52
2017-10-16,'300173,жг╩шки╣б,11.35,11.99,11.35,11.93,11.91,-0.56,-4.7019,0.7515,3044683,35483452.67,6653148709.05,4598265837.9
2017-10-13,'300173,жг╩шки╣б,11.91,11.98,11.74,11.98,11.98,-0.07,-0.5843,0.6265,2538123,29979953.83,6981409790.73,4825140628.14
2017-10-12,'300173,жг╩шки╣б,11.98,12.2,11.87,12.1,12.19,-0.21,-1.7227,0.8746,3543434,42602055.9,7022442425.94,4853499976.92
2017-10-11,'300173,жг╩шки╣б,12.19,12.26,11.8,11.8,11.92,0.27,2.2651,1.3976,5662189,68378648.51,7145540331.57,4938578023.26
2017-10-10,'300173,жг╩шки╣б,11.92,11.96,11.6,11.66,11.73,0.19,1.6198,0.7983,3234194,38219422.92,6987271595.76,4829191963.68
2017-10-09,'300173,жг╩шки╣б,11.73,12.12,11.55,11.78,11.72,0.01,0.0853,1.0661,4318952,50985723.4,6875897300.19,4752216588.42
2017-09-29,'300173,жг╩шки╣б,11.72,11.73,11.1,11.17,11.15,0.57,5.1121,1.5775,6391063,73733027.9,6870035495.16,4748165252.88
2017-09-28,'300173,жг╩шки╣б,11.15,11.3,11.05,11.1,11.16,-0.01,-0.0896,0.4,1620600,18139763.0,6535912608.45,4517239127.1
2017-09-27,'300173,жг╩шки╣б,11.16,11.22,11.04,11.08,11.15,0.01,0.0897,0.2404,973900,10847318.0,6541774413.48,4521290462.64
2017-09-26,'300173,жг╩шки╣б,11.15,11.17,10.96,10.98,11.15,0.0,0.0,0.4102,1662000,18384788.0,6535912608.45,4517239127.1
2017-09-25,'300173,жг╩шки╣б,11.15,11.28,11.11,11.23,11.26,-0.11,-0.9769,0.305,1235642,13812898.4,6535912608.45,4517239127.1
2017-09-22,'300173,жг╩шки╣б,11.26,11.41,11.16,11.4,11.42,-0.16,-1.4011,0.4567,1850100,20779316.0,6600392463.78,4561803818.04
2017-09-21,'300173,жг╩шки╣б,11.42,11.7,11.41,11.6,11.62,-0.2,-1.7212,0.6575,2663693,30739970.57,6694181344.26,4626625186.68
2017-09-20,'300173,жг╩шки╣б,11.62,11.66,11.28,11.45,11.48,0.14,1.2195,0.7758,3143224,36107610.52,6811417444.86,4707651897.48
2017-09-19,'300173,жг╩шки╣б,11.48,11.57,11.2,11.37,11.31,0.17,1.5031,0.734,2973721,33929613.85,6729352174.44,4650933199.92
2017-09-18,'300173,жг╩шки╣б,11.31,11.34,11.1,11.1,11.25,0.06,0.5333,0.3401,1378003,15528758.55,6629701488.93,4582060495.74
2017-09-15,'300173,жг╩шки╣б,11.25,11.4,11.13,11.13,11.13,0.12,1.0782,0.4553,1844601,20757276.26,6594530658.75,4557752482.5
2017-09-14,'300173,жг╩шки╣б,11.13,11.45,11.13,11.39,11.37,-0.24,-2.1108,0.6596,2672200,30089133.98,6524188998.39,4509136456.02
2017-09-13,'300173,жг╩шки╣б,11.37,11.58,11.24,11.48,11.48,-0.11,-0.9582,0.546,2211989,25094155.41,6664872319.11,4606368508.98
2017-09-12,'300173,жг╩шки╣б,11.48,11.7,11.42,11.65,11.57,-0.09,-0.7779,0.6436,2607400,30128612.0,6729352174.44,4650933199.92
2017-09-11,'300173,жг╩шки╣б,11.57,11.66,11.32,11.38,11.41,0.16,1.4023,0.6987,2830712,32686408.86,6782108419.71,4687395219.78
2017-09-08,'300173,жг╩шки╣б,11.41,11.46,11.24,11.44,11.33,0.08,0.7061,0.5413,2193000,24897202.01,6688319539.23,4622573851.14
2017-09-07,'300173,жг╩шки╣б,11.33,11.74,11.33,11.74,11.6,-0.27,-2.3276,0.7411,3002336,34474637.39,6641425098.99,4590163166.82
2017-09-06,'300173,жг╩шки╣б,11.6,11.62,11.3,11.52,11.52,0.08,0.6944,0.648,2625423,30034542.35,6799693834.8,4699549226.4
2017-09-05,'300173,жг╩шки╣б,11.52,11.68,11.45,11.45,11.5,0.02,0.1739,1.0915,4421926,51099932.05,6752799394.56,4667138542.08
2017-09-04,'300173,жг╩шки╣б,11.5,11.88,11.0,11.0,10.97,0.53,4.8314,2.0838,8442033,96786089.88,6741075784.5,4659035871.0
2017-09-01,'300173,жг╩шки╣б,10.97,10.98,10.82,10.97,10.82,0.15,1.3863,0.5015,2031823,22167130.18,6430400117.91,4444315087.38
2017-08-31,'300173,жг╩шки╣б,10.82,10.92,10.71,10.85,10.85,-0.03,-0.2765,0.444,1798810,19393449.0,6342473042.46,4383545054.28
2017-08-30,'300173,жг╩шки╣б,10.85,10.96,10.8,10.86,10.86,-0.01,-0.0921,0.3277,1327803,14452286.55,6360058457.55,4395699060.9
2017-08-29,'300173,жг╩шки╣б,10.86,11.17,10.81,11.17,11.07,-0.21,-1.897,0.5606,2271100,24937330.0,6365920262.58,4399750396.44
2017-08-28,'300173,жг╩шки╣б,11.07,11.2,10.9,10.9,10.94,0.13,1.1883,0.6541,2649927,29414968.77,6489018168.21,4484828442.78
2017-08-25,'300173,жг╩шки╣б,10.94,10.98,10.79,10.8,10.81,0.13,1.2026,0.349,1414000,15416706.0,6412814702.82,4432161080.76
2017-08-24,'300173,жг╩шки╣б,10.81,10.97,10.81,10.86,10.94,-0.13,-1.1883,0.3104,1257600,13669429.0,6336611237.43,4379493718.74
2017-08-23,'300173,жг╩шки╣б,10.94,10.99,10.82,10.93,10.93,0.01,0.0915,0.3333,1350300,14739371.0,6412814702.82,4432161080.76
2017-08-22,'300173,жг╩шки╣б,10.93,11.16,10.85,11.14,11.13,-0.2,-1.7969,0.5519,2235800,24527253.0,6406952897.79,4428109745.22
2017-08-21,'300173,жг╩шки╣б,11.13,11.17,11.02,11.05,11.0,0.13,1.1818,0.4656,1886100,20925401.28,6524188998.39,4509136456.02
2017-08-18,'300173,жг╩шки╣б,11.0,11.2,11.0,11.2,11.26,-0.26,-2.3091,0.808,3273481,36233488.45,6447985533.0,4456469094.0
2017-08-17,'300173,жг╩шки╣б,11.26,11.44,10.91,11.07,11.06,0.2,1.8083,1.3671,5538700,62291333.51,6600392463.78,4561803818.04
2017-08-16,'300173,жг╩шки╣б,11.06,11.18,10.85,11.17,11.08,-0.02,-0.1805,0.9599,3889061,42948642.78,6483156363.18,4480777107.24
2017-08-15,'300173,жг╩шки╣б,11.08,11.65,11.08,11.65,11.4,-0.32,-2.807,1.4598,5914000,66457029.25,6494879973.24,4488879778.32
2017-08-14,'300173,жг╩шки╣б,11.4,11.8,11.28,11.38,11.35,0.05,0.4405,2.3699,9601392,109894361.13,6682457734.2,4618522515.6
2017-08-11,'300173,жг╩шки╣б,11.35,12.63,11.03,11.32,11.6,-0.25,-2.1552,1.6359,6627422,75451976.78,6653148709.05,4598265837.9
2017-08-10,'300173,жг╩шки╣б,11.6,11.84,10.57,10.6,10.76,0.84,7.8067,2.0397,8263510,91266003.42,6799693834.8,4699549226.4
2017-08-09,'300173,жг╩шки╣б,10.76,10.85,10.3,10.4,10.4,0.36,3.4615,1.3213,5353003,56496055.25,6307302212.28,4359237041.04
2017-08-08,'300173,жг╩шки╣б,10.4,10.41,10.11,10.18,10.18,0.22,2.1611,0.6271,2540400,26075037.0,6096277231.2,4213388961.6
2017-08-07,'300173,жг╩шки╣б,10.18,10.24,9.95,9.95,10.15,0.03,0.2956,0.3741,1515702,15402161.24,5967317520.54,4124259579.72
2017-08-04,'300173,жг╩шки╣б,10.15,10.31,10.13,10.31,10.21,-0.06,-0.5877,0.5396,2186200,22291745.0,5949732105.45,4112105573.1
2017-08-03,'300173,жг╩шки╣б,10.21,10.36,10.03,10.17,10.15,0.06,0.5911,0.5203,2107800,21523239.0,5984902935.63,4136413586.34
2017-08-02,'300173,жг╩шки╣б,10.15,10.4,10.12,10.4,10.4,-0.25,-2.4038,0.4217,1708600,17575169.0,5949732105.45,4112105573.1
2017-08-01,'300173,жг╩шки╣б,10.4,10.46,10.25,10.44,10.34,0.06,0.5803,0.368,1491000,15457975.0,6096277231.2,4213388961.6
2017-07-31,'300173,жг╩шки╣б,10.34,10.46,10.24,10.39,10.4,-0.06,-0.5769,0.3814,1545202,15965894.86,6061106401.02,4189080948.36
2017-07-28,'300173,жг╩шки╣б,10.4,10.6,10.4,10.57,10.62,-0.22,-2.0716,0.5051,2046458,21440420.42,6096277231.2,4213388961.6
2017-07-27,'300173,жг╩шки╣б,10.62,10.64,10.15,10.25,10.25,0.37,3.6098,0.7397,2996896,31380469.22,6225236941.86,4302518343.48
2017-07-26,'300173,жг╩шки╣б,10.29,10.39,10.23,10.24,10.29,0.0,0.0,0.2518,1020000,10474159.0,6031797375.87,4168824270.66
2017-07-25,'300173,жг╩шки╣б,10.29,10.45,10.21,10.4,10.31,-0.02,-0.194,0.2639,1069000,11001460.0,6031797375.87,4168824270.66
2017-07-24,'300173,жг╩шки╣б,10.31,10.34,10.18,10.21,10.14,0.17,1.6765,0.3338,1352400,13889185.0,6043520985.93,4176926941.74
2017-07-21,'300173,жг╩шки╣б,10.14,10.33,10.0,10.12,10.09,0.05,0.4955,0.3474,1407600,14326892.0,5943870300.42,4108054237.56
2017-07-20,'300173,жг╩шки╣б,10.09,10.5,10.09,10.26,10.22,-0.13,-1.272,0.3698,1498200,15455707.0,5914561275.27,4087797559.86
2017-07-19,'300173,жг╩шки╣б,10.22,10.22,10.03,10.03,10.1,0.12,1.1881,0.3319,1344800,13617460.0,5990764740.66,4140464921.88
2017-07-18,'300173,жг╩шки╣б,10.1,10.29,9.88,10.12,10.28,-0.18,-1.751,0.576,2333761,23605665.61,5920423080.3,4091848895.4
2017-07-17,'300173,жг╩шки╣б,10.28,11.24,10.28,11.23,11.42,-1.14,-9.9825,0.9983,4044584,42417136.31,6025935570.84,4164772935.12
2017-07-14,'300173,жг╩шки╣б,11.42,11.65,11.4,11.65,11.65,-0.23,-1.9742,0.2701,1094410,12582527.24,6694181344.26,4626625186.68
2017-07-13,'300173,жг╩шки╣б,11.65,11.78,11.59,11.76,11.76,-0.11,-0.9354,0.1938,785150,9148018.5,6829002859.95,4719805904.1
2017-07-12,'300173,жг╩шки╣б,11.76,11.76,11.51,11.58,11.63,0.13,1.1178,0.3218,1303663,15155430.89,6893482715.28,4764370595.04
2017-07-11,'300173,жг╩шки╣б,11.63,11.87,11.58,11.8,11.8,-0.17,-1.4407,0.3742,1516200,17807950.0,6817279249.89,4711703233.02
2017-07-10,'300173,жг╩шки╣б,11.8,11.88,11.7,11.83,11.9,-0.1,-0.8403,0.3484,1411300,16618269.0,6916929935.4,4780575937.2
2017-07-07,'300173,жг╩шки╣б,11.9,12.06,11.79,12.01,12.01,-0.11,-0.9159,0.552,2236496,26546519.25,6975547985.7,4821089292.6
2017-07-06,'300173,жг╩шки╣б,12.01,12.28,11.98,12.17,12.16,-0.15,-1.2336,0.4643,1881124,22820410.6,7040027841.03,4865653983.54
2017-07-05,'300173,жг╩шки╣б,12.16,12.19,12.0,12.0,12.08,0.08,0.6623,0.3438,1392778,16881752.02,7127954916.48,4926424016.64
2017-07-04,'300173,жг╩шки╣б,12.08,12.28,11.91,12.2,12.04,0.04,0.3322,0.5236,2121284,25697344.69,7081060476.24,4894013332.32
2017-07-03,'300173,жг╩шки╣б,12.04,12.12,11.91,12.01,11.89,0.15,1.2616,0.6056,2453659,29494116.0,7057613256.12,4877807990.16
2017-06-30,'300173,жг╩шки╣б,11.89,11.94,11.61,11.61,11.68,0.21,1.7979,0.3882,1572579,18558555.32,6969686180.67,4817037957.06
2017-06-29,'300173,жг╩шки╣б,11.68,11.83,11.57,11.57,11.59,0.09,0.7765,0.3677,1489827,17454260.01,6846588275.04,4731959910.72
2017-06-28,'300173,жг╩шки╣б,11.59,11.79,11.53,11.79,11.79,-0.2,-1.6964,0.4218,1708727,19847482.66,6793832029.77,4695497890.86
2017-06-27,'300173,жг╩шки╣б,11.79,11.96,11.71,11.87,11.9,-0.11,-0.9244,0.3964,1606003,19030615.25,6911068130.37,4776524601.66
2017-06-26,'300173,жг╩шки╣б,11.9,12.14,11.6,11.7,11.85,0.05,0.4219,0.458,1855487,21918685.4,6975547985.7,4821089292.6
2017-06-23,'300173,жг╩шки╣б,11.85,12.16,11.53,12.16,12.28,-0.43,-3.5016,1.0714,4340600,51086619.0,6946238960.55,4800832614.9
2017-06-22,'300173,жг╩шки╣б,12.28,12.98,12.23,12.79,12.78,-0.5,-3.9124,1.0084,4085556,52084906.03,7198296576.84,4975040043.12
2017-06-21,'300173,жг╩шки╣б,12.78,12.82,12.49,12.59,12.53,0.25,1.9952,0.8457,3426044,43456712.52,7491386828.34,5177606820.12
2017-06-20,'300173,жг╩шки╣б,12.53,12.72,12.48,12.63,12.64,-0.11,-0.8703,0.6785,2748640,34681709.5,7344841702.59,5076323431.62
2017-06-19,'300173,жг╩шки╣б,12.64,12.75,12.41,12.6,12.62,0.02,0.1585,0.6241,2528337,31806780.17,7409321557.92,5120888122.56
2017-06-16,'300173,жг╩шки╣б,12.62,12.85,12.61,12.84,12.85,-0.23,-1.7899,0.7323,2966966,37645115.92,7397597947.86,5112785451.48
2017-06-15,'300173,жг╩шки╣б,12.85,13.01,12.72,12.87,12.89,-0.04,-0.3103,1.1813,4785839,61623264.4,7532419463.55,5205966168.9
2017-06-14,'300173,жг╩шки╣б,12.89,13.04,12.77,12.88,12.92,-0.03,-0.2322,0.6093,2468314,31745765.17,7555866683.67,5222171511.06
2017-06-13,'300173,жг╩шки╣б,12.92,13.1,12.75,12.85,12.95,-0.03,-0.2317,0.809,3277333,42418188.98,7573452098.76,5234325517.68
2017-06-12,'300173,жг╩шки╣б,12.95,12.96,12.71,12.82,12.96,-0.01,-0.0772,0.6926,2805767,35956448.21,7591037513.85,5246479524.3
2017-06-09,'300173,жг╩шки╣б,12.96,13.25,12.68,13.1,13.1,-0.14,-1.0687,1.2664,5130614,66195828.93,7596899318.88,5250530859.84
2017-06-08,'300173,жг╩шки╣б,13.1,13.35,13.06,13.2,13.55,-0.45,-3.321,1.6505,6686917,88188180.57,7678964589.3,5307249557.4
2017-06-07,'300173,жг╩шки╣б,13.55,13.72,12.9,13.1,13.48,0.07,0.5193,3.2453,13147766,175047305.45,7942745815.65,5489559656.7
2017-06-06,'300173,жг╩шки╣б,13.48,13.48,12.0,12.2,12.25,1.23,10.0408,2.1728,8802851,116993527.12,7901713180.44,5461200307.92
2017-06-05,'300173,жг╩шки╣б,12.25,12.27,11.82,11.85,11.88,0.37,3.1145,0.5329,2159018,26081714.48,7180711161.75,4962886036.5
2017-06-02,'300173,жг╩шки╣б,11.88,11.88,11.37,11.7,11.88,0.0,0.0,0.3772,1528102,17839581.51,6963824375.64,4812986621.52
2017-06-01,'300173,жг╩шки╣б,11.88,11.88,11.53,11.74,11.93,-0.05,-0.4191,0.4176,1691800,19807748.0,6963824375.64,4812986621.52
2017-05-31,'300173,жг╩шки╣б,11.93,12.16,11.53,12.14,11.94,-0.01,-0.0838,0.4639,1879267,22239105.09,6993133400.79,4833243299.22
2017-05-26,'300173,жг╩шки╣б,11.94,12.1,11.85,11.99,12.08,-0.14,-1.1589,0.1746,707448,8470321.78,6998995205.82,4837294634.76
2017-05-25,'300173,жг╩шки╣б,12.08,12.17,11.75,12.16,12.02,0.06,0.4992,0.2437,987428,11825999.91,7081060476.24,4894013332.32
2017-05-24,'300173,жг╩шки╣б,12.02,12.23,11.7,12.12,12.12,-0.1,-0.8251,0.1785,722970,8643781.78,7045889646.06,4869705319.08
2017-05-23,'300173,жг╩шки╣б,12.12,12.27,11.52,12.26,12.25,-0.13,-1.0612,0.5196,2104994,25085626.87,7104507696.36,4910218674.48
2017-05-22,'300173,жг╩шки╣б,12.25,12.84,12.1,12.66,12.81,-0.56,-4.3716,0.3915,1586128,19835911.64,7180711161.75,4962886036.5
2017-05-19,'300173,жг╩шки╣б,12.81,12.91,12.62,12.7,12.75,0.06,0.4706,0.3032,1228193,15692781.38,7508972243.43,5189760826.74
2017-05-18,'300173,жг╩шки╣б,12.75,13.2,12.71,12.95,13.23,-0.48,-3.6281,0.6609,2677443,34692090.89,7473801413.25,5165452813.5
2017-05-17,'300173,жг╩шки╣б,13.23,13.58,12.53,12.55,12.65,0.58,4.585,0.9748,3949303,51851411.39,7755168054.69,5359916919.42
2017-05-16,'300173,жг╩шки╣б,12.65,12.65,12.16,12.24,12.23,0.42,3.4342,0.8885,3599512,44607248.83,7415183362.95,5124939458.1
2017-05-15,'300173,жг╩шки╣б,12.23,12.7,12.1,12.7,12.23,0.0,0.0,0.2216,897704,11023767.19,7168987551.69,4954783365.42
2017-05-12,'300173,жг╩шки╣б,12.23,12.25,11.76,12.21,12.2,0.03,0.2459,0.3085,1250017,15069917.6,7168987551.69,4954783365.42
2017-05-11,'300173,жг╩шки╣б,12.2,12.21,11.75,12.19,12.15,0.05,0.4115,0.3322,1345830,16142956.75,7151402136.6,4942629358.8
2017-05-10,'300173,жг╩шки╣б,12.15,12.57,12.0,12.38,12.43,-0.28,-2.2526,0.2788,1129640,13871779.83,7122093111.45,4922372681.1
2017-05-09,'300173,жг╩шки╣б,12.43,12.47,12.16,12.2,12.3,0.13,1.0569,0.3049,1235424,15151382.69,7286223652.29,5035810076.22
2017-05-08,'300173,жг╩шки╣б,12.3,12.77,12.28,12.6,12.55,-0.25,-1.992,0.3347,1355795,17119452.08,7210020186.9,4983142714.2
2017-05-05,'300173,жг╩шки╣б,12.55,12.75,12.17,12.25,12.3,0.25,2.0325,0.3422,1386428,17324335.78,7356565312.65,5084426102.7
2017-05-04,'300173,жг╩шки╣б,12.3,12.57,12.06,12.56,12.56,-0.26,-2.0701,0.3594,1456174,17876000.32,7210020186.9,4983142714.2
2017-05-03,'300173,жг╩шки╣б,12.56,12.77,12.4,12.68,12.68,-0.12,-0.9464,0.2018,817400,10297864.42,7362427117.68,5088477438.24
2017-05-02,'300173,жг╩шки╣б,12.68,12.75,12.54,12.6,12.61,0.07,0.5551,0.2889,1170591,14816078.5,7432768778.04,5137093464.72
2017-04-28,'300173,жг╩шки╣б,12.61,12.71,12.37,12.59,12.5,0.11,0.88,0.3946,1598757,20183797.31,7391736142.83,5108734115.94
2017-04-27,'300173,жг╩шки╣б,12.5,12.66,12.0,12.26,12.4,0.1,0.8065,0.4575,1853427,22976646.45,7327256287.5,5064169425.0
2017-04-26,'300173,жг╩шки╣б,12.4,12.54,12.35,12.54,12.5,-0.1,-0.8,0.1879,761086,9445071.18,7268638237.2,5023656069.6
2017-04-25,'300173,жг╩шки╣б,12.5,12.59,12.24,12.39,12.39,0.11,0.8878,0.2542,1029712,12749328.58,7327256287.5,5064169425.0
2017-04-24,'300173,жг╩шки╣б,12.39,13.0,12.18,12.95,12.95,-0.56,-4.3243,0.6099,2471097,30738549.81,7262776432.17,5019604734.06
2017-04-21,'300173,жг╩шки╣б,12.95,13.24,12.88,13.1,13.0,-0.05,-0.3846,0.4564,1849079,24069654.8,7591037513.85,5246479524.3
2017-04-20,'300173,жг╩шки╣б,13.0,13.55,12.9,13.4,13.3,-0.3,-2.2556,0.3484,1411375,18593748.85,7620346539.0,5266736202.0
2017-04-19,'300173,жг╩шки╣б,13.3,13.69,12.9,13.62,13.62,-0.32,-2.3495,0.3828,1550733,20541878.12,7796200689.9,5388276268.2
2017-04-18,'300173,жг╩шки╣б,13.62,14.14,13.58,14.14,14.13,-0.51,-3.6093,0.4541,1839716,25349920.94,7983778450.86,5517919005.48
2017-04-17,'300173,жг╩шки╣б,14.13,14.7,13.85,14.7,14.44,-0.31,-2.1468,0.5027,2036428,28802234.0,8282730507.39,5724537118.02
2017-04-14,'300173,жг╩шки╣б,14.44,14.85,14.33,14.7,14.69,-0.25,-1.7018,0.3835,1553515,22577802.53,8464446463.32,5850128519.76
2017-04-13,'300173,жг╩шки╣б,14.69,14.81,14.44,14.81,14.69,0.0,0.0,0.3621,1466848,21479305.53,8610991589.07,5951411908.26
2017-04-12,'300173,жг╩шки╣б,14.69,14.87,14.3,14.33,14.33,0.36,2.5122,0.5831,2362365,34696549.23,8610991589.07,5951411908.26
2017-04-11,'300173,жг╩шки╣б,14.33,14.61,13.6,14.45,14.45,-0.12,-0.8304,0.6312,2557106,36286565.96,8399966607.99,5805563828.82
2017-04-10,'300173,жг╩шки╣б,14.45,15.28,14.31,15.28,15.32,-0.87,-5.6789,0.9267,3754467,54320160.44,8470308268.35,5854179855.3
2017-04-07,'300173,жг╩шки╣б,15.32,15.81,15.28,15.77,15.77,-0.45,-2.8535,0.4361,1766637,27304340.0,8980285305.96,6206646047.28
2017-04-06,'300173,жг╩шки╣б,15.77,15.87,15.53,15.53,15.63,0.14,0.8957,0.2593,1050669,16558304.08,9244066532.31,6388956146.58
2017-04-05,'300173,жг╩шки╣б,15.63,15.71,15.39,15.52,15.24,0.39,2.5591,0.2878,1166057,18174185.85,9162001261.89,6332237449.02
2017-03-31,'300173,жг╩шки╣б,15.24,15.9,15.1,15.76,15.68,-0.44,-2.8061,0.4383,1775698,27437311.76,8933390865.72,6174235362.96
2017-03-30,'300173,жг╩шки╣б,15.68,16.46,15.61,16.36,16.37,-0.69,-4.215,0.4502,1823827,29007275.75,9191310287.04,6352494126.72
2017-03-29,'300173,жг╩шки╣б,16.37,16.72,16.37,16.59,16.54,-0.17,-1.0278,0.4156,1683902,27811852.14,9595774834.11,6632036278.98
2017-03-28,'300173,жг╩шки╣б,16.54,16.95,16.53,16.82,16.77,-0.23,-1.3715,0.428,1733853,29020348.16,9695425519.62,6700908983.16
2017-03-27,'300173,жг╩шки╣б,16.77,17.17,16.76,17.17,16.98,-0.21,-1.2367,0.9457,3831480,65035710.18,9830247035.31,6794089700.58
2017-03-24,'300173,жг╩шки╣б,16.98,17.0,16.5,16.52,16.44,0.54,3.2847,1.3232,5360869,90040372.67,9953344940.94,6879167746.92
2017-03-23,'300173,жг╩шки╣б,16.44,16.65,16.17,16.37,16.37,0.07,0.4276,0.5192,2103474,34570617.0,9636807469.32,6660395627.76
2017-03-22,'300173,жг╩шки╣б,16.37,16.4,16.15,16.25,16.38,-0.01,-0.0611,0.4696,1902592,30968513.0,9595774834.11,6632036278.98
2017-03-21,'300173,жг╩шки╣б,16.38,16.43,16.11,16.2,16.26,0.12,0.738,0.453,1835421,29863456.57,9601636639.14,6636087614.52
2017-03-20,'300173,жг╩шки╣б,16.26,16.33,16.07,16.12,16.17,0.09,0.5566,0.3479,1409428,22789455.65,9531294978.78,6587471588.04
2017-03-17,'300173,жг╩шки╣б,16.17,16.61,16.15,16.35,16.32,-0.15,-0.9191,0.6039,2446739,40083736.59,9478538733.51,6551009568.18
2017-03-16,'300173,жг╩шки╣б,16.32,16.32,15.9,16.05,16.0,0.32,2.0,0.4454,1804522,29168543.81,9566465808.96,6611779601.28
2017-03-15,'300173,жг╩шки╣б,16.0,16.22,15.83,16.16,16.27,-0.27,-1.6595,0.4882,1977784,31677094.75,9378888048.0,6482136864.0
2017-03-14,'300173,жг╩шки╣б,16.27,16.52,16.18,16.25,16.25,0.02,0.1231,0.518,2098610,34326159.7,9537156783.81,6591522923.58
2017-03-13,'300173,жг╩шки╣б,16.25,16.57,16.0,16.21,16.19,0.06,0.3706,0.5611,2273182,37205634.94,9525433173.75,6583420252.5
2017-03-10,'300173,жг╩шки╣б,16.19,16.37,16.1,16.37,16.35,-0.16,-0.9786,0.3598,1457674,23619865.84,9490262343.57,6559112239.26
2017-03-09,'300173,жг╩шки╣б,16.35,16.78,16.22,16.23,16.41,-0.06,-0.3656,0.5044,2043392,33641600.97,9584051224.05,6623933607.9
2017-03-08,'300173,жг╩шки╣б,16.41,16.99,16.4,16.88,16.83,-0.42,-2.4955,0.6745,2732535,45213643.97,9619222054.23,6648241621.14
2017-03-07,'300173,жг╩шки╣б,16.83,17.6,16.21,16.39,16.25,0.58,3.5692,1.2392,5020568,84947180.85,9865417865.49,6818397713.82
2017-03-06,'300173,жг╩шки╣б,16.25,16.38,15.97,15.98,16.05,0.2,1.2461,0.4958,2008523,32600276.94,9525433173.75,6583420252.5
2017-03-03,'300173,жг╩шки╣б,16.05,16.29,15.71,16.1,16.15,-0.1,-0.6192,0.4381,1774902,28265784.89,9408197073.15,6502393541.7
2017-03-02,'300173,жг╩шки╣б,16.15,16.15,15.65,15.65,15.77,0.38,2.4096,0.6592,2670591,42861485.89,9466815123.45,6542906897.1
2017-03-01,'300173,жг╩шки╣б,15.77,16.05,15.72,15.9,15.82,-0.05,-0.3161,0.3881,1572399,25027544.79,9244066532.31,6388956146.58
2017-02-28,'300173,жг╩шки╣б,15.82,15.89,15.59,15.62,15.7,0.12,0.7643,0.2411,976639,15424548.03,9273375557.46,6409212824.28
2017-02-27,'300173,жг╩шки╣б,15.7,16.22,15.67,16.22,16.14,-0.44,-2.7261,0.2556,1035720,16494112.58,9203033897.1,6360596797.8
2017-02-24,'300173,жг╩шки╣б,16.14,16.3,16.1,16.26,16.18,-0.04,-0.2472,0.2399,971786,15705230.77,9460953318.42,6538855561.56
2017-02-23,'300173,жг╩шки╣б,16.18,16.19,15.88,15.95,15.98,0.2,1.2516,0.2976,1205712,19319764.67,9484400538.54,6555060903.72
2017-02-22,'300173,жг╩шки╣б,15.98,16.25,15.92,16.0,15.91,0.07,0.44,0.2833,1147581,18466718.65,9367164437.94,6474034192.92
2017-02-21,'300173,жг╩шки╣б,15.91,16.14,15.69,15.8,15.68,0.23,1.4668,0.2715,1100025,17583091.94,9326131802.73,6445674844.14
2017-02-20,'300173,жг╩шки╣б,15.68,15.75,15.5,15.57,15.61,0.07,0.4484,0.1837,744307,11645579.94,9191310287.04,6352494126.72
2017-02-17,'300173,жг╩шки╣б,15.61,16.18,15.59,16.08,16.06,-0.45,-2.802,0.2822,1143366,18000623.91,9150277651.83,6324134777.94
2017-02-16,'300173,жг╩шки╣б,16.06,16.37,16.01,16.37,16.02,0.04,0.2497,0.1725,698790,11243847.96,9414058878.18,6506444877.24
2017-02-15,'300173,жг╩шки╣б,16.02,16.38,15.93,15.93,16.21,-0.19,-1.1721,0.2584,1046867,16926745.57,9390611658.06,6490239535.08
2017-02-14,'300173,жг╩шки╣б,16.21,16.65,16.15,16.55,16.67,-0.46,-2.7594,0.4703,1905333,31133330.6,9501985953.63,6567214910.34
2017-02-13,'300173,жг╩шки╣б,16.67,17.43,15.68,15.69,15.85,0.82,5.1735,0.707,2864184,47838828.46,9771628985.01,6753576345.18
2017-02-10,'300173,жг╩шки╣б,15.85,15.9,15.72,15.81,15.8,0.05,0.3165,0.2009,813934,12858262.21,9290960972.55,6421366830.9
