����,��Ʊ����,����,���̼�,��߼�,��ͼ�,���̼�,ǰ����,�ǵ���,�ǵ���,������,�ɽ���,�ɽ����,����ֵ,��ͨ��ֵ
2019-04-17,'600567,ɽӥֽҵ,4.0,4.05,3.94,3.99,3.99,0.01,0.2506,1.9012,87162715,347113074.0,18338339348.0,18338339348.0
2019-04-16,'600567,ɽӥֽҵ,3.99,3.99,3.88,3.93,3.96,0.03,0.7576,1.6643,76299494,299853683.0,18292493499.6,18292493499.6
2019-04-15,'600567,ɽӥֽҵ,3.96,4.14,3.95,4.13,4.17,-0.21,-5.036,4.4694,204904400,826264984.0,18154955954.5,18154955954.5
2019-04-12,'600567,ɽӥֽҵ,4.17,4.2,4.13,4.17,4.16,0.01,0.2404,1.2253,56173174,233878306.0,19117718770.3,19117718770.3
2019-04-11,'600567,ɽӥֽҵ,4.16,4.28,4.16,4.28,4.29,-0.13,-3.0303,1.6951,77714935,327403584.0,19071872921.9,19071872921.9
2019-04-10,'600567,ɽӥֽҵ,4.29,4.34,4.21,4.26,4.3,-0.01,-0.2326,1.9423,89044678,381033775.0,19667868950.7,19667868950.7
2019-04-09,'600567,ɽӥֽҵ,4.3,4.39,4.25,4.38,4.38,-0.08,-1.8265,2.0871,95684919,411337250.0,19713714799.1,19713714799.1
2019-04-08,'600567,ɽӥֽҵ,4.38,4.4,4.24,4.35,4.28,0.1,2.3364,3.8694,177394570,768750552.0,20080481586.1,20080481586.1
2019-04-04,'600567,ɽӥֽҵ,4.28,4.34,4.12,4.13,4.11,0.17,4.1363,4.3045,197344094,842080698.0,19622023102.4,19622023102.4
2019-04-03,'600567,ɽӥֽҵ,4.11,4.11,4.0,4.01,4.04,0.07,1.7327,2.721,124746338,508193053.0,18842643680.1,18842643680.1
2019-04-02,'600567,ɽӥֽҵ,4.04,4.1,4.03,4.09,4.06,-0.02,-0.4926,1.9408,88976341,361242055.0,18521722741.5,18521722741.5
2019-04-01,'600567,ɽӥֽҵ,4.06,4.08,3.98,3.98,3.96,0.1,2.5253,2.4339,111585817,451386982.0,18613414438.2,18613414438.2
2019-03-29,'600567,ɽӥֽҵ,3.96,3.96,3.85,3.86,3.87,0.09,2.3256,1.4733,67543743,264976139.0,18154955954.5,18154955954.5
2019-03-28,'600567,ɽӥֽҵ,3.87,3.94,3.86,3.94,3.93,-0.06,-1.5267,1.0439,47856623,186745193.0,17742343319.2,17742343319.2
2019-03-27,'600567,ɽӥֽҵ,3.93,3.96,3.87,3.91,3.9,0.03,0.7692,1.073,49192408,192516139.0,18017418409.4,18017418409.4
2019-03-26,'600567,ɽӥֽҵ,3.9,4.0,3.9,3.98,3.98,-0.08,-2.0101,1.2828,58809254,231741046.0,17879880864.3,17879880864.3
2019-03-25,'600567,ɽӥֽҵ,3.98,4.04,3.92,3.94,4.01,-0.03,-0.7481,1.4957,68571083,273822481.0,18246647651.3,18246647651.3
2019-03-22,'600567,ɽӥֽҵ,4.01,4.03,3.94,4.03,4.02,-0.01,-0.2488,1.449,66432876,264355740.0,18384185196.4,18384185196.4
2019-03-21,'600567,ɽӥֽҵ,4.02,4.07,4.0,4.0,4.02,0.0,0.0,1.6787,76959435,310022051.0,18430031044.7,18430031044.7
2019-03-20,'600567,ɽӥֽҵ,4.02,4.08,3.92,4.08,4.05,-0.03,-0.7407,2.2956,105244216,421318041.0,18430031044.7,18430031044.7
2019-03-19,'600567,ɽӥֽҵ,4.05,4.18,4.03,4.14,4.05,0.0,0.0,3.5264,161672336,661864411.0,18567568589.8,18567568589.8
2019-03-18,'600567,ɽӥֽҵ,4.05,4.05,3.91,3.92,3.9,0.15,3.8462,2.0242,92799271,370082014.0,18567568589.8,18567568589.8
2019-03-15,'600567,ɽӥֽҵ,3.9,3.93,3.84,3.87,3.85,0.05,1.2987,1.4178,65002200,253209594.0,17879880864.3,17879880864.3
2019-03-14,'600567,ɽӥֽҵ,3.85,3.97,3.81,3.94,3.97,-0.12,-3.0227,1.7527,80354219,310889095.0,17650651622.5,17650651622.5
2019-03-13,'600567,ɽӥֽҵ,3.97,4.04,3.93,3.98,3.98,-0.01,-0.2513,1.7175,78738546,313951303.0,18200801802.9,18200801802.9
2019-03-12,'600567,ɽӥֽҵ,3.98,4.03,3.93,3.98,3.97,0.01,0.2519,2.0067,91997035,367284125.0,18246647651.3,18246647651.3
2019-03-11,'600567,ɽӥֽҵ,3.97,3.97,3.83,3.83,3.84,0.13,3.3854,1.6955,77730336,304291157.0,18200801802.9,18200801802.9
2019-03-08,'600567,ɽӥֽҵ,3.84,4.01,3.83,4.0,4.08,-0.24,-5.8824,2.9552,135483086,532369617.0,17604805774.1,17604805774.1
2019-03-07,'600567,ɽӥֽҵ,4.08,4.19,4.03,4.19,4.09,-0.01,-0.2445,3.0348,139131613,571528307.0,18705106135.0,18705106135.0
2019-03-06,'600567,ɽӥֽҵ,4.09,4.11,4.01,4.1,4.07,0.02,0.4914,2.9294,134302632,544890213.0,18750951983.3,18750951983.3
2019-03-05,'600567,ɽӥֽҵ,4.07,4.15,3.88,3.95,3.96,0.11,2.7778,3.332,152758583,616696560.0,18659260286.6,18659260286.6
2019-03-04,'600567,ɽӥֽҵ,3.96,4.07,3.74,3.74,3.7,0.26,7.027,4.7716,218759510,848788587.0,18154955954.5,18154955954.5
2019-03-01,'600567,ɽӥֽҵ,3.7,3.73,3.64,3.72,3.71,-0.01,-0.2695,1.6933,77630319,285398723.0,16962963896.9,16962963896.9
2019-02-28,'600567,ɽӥֽҵ,3.71,3.73,3.61,3.61,3.62,0.09,2.4862,1.9066,87408591,321243160.0,17008809745.3,17008809745.3
2019-02-27,'600567,ɽӥֽҵ,3.62,3.73,3.58,3.65,3.64,-0.02,-0.5495,1.6918,77559993,283697942.0,16596197109.9,16596197109.9
2019-02-26,'600567,ɽӥֽҵ,3.64,3.75,3.57,3.61,3.6,0.04,1.1111,2.6665,122248038,447019529.0,16687888806.7,16687888806.7
2019-02-25,'600567,ɽӥֽҵ,3.6,3.62,3.45,3.47,3.45,0.15,4.3478,2.7784,127380281,451757688.0,16504505413.2,16504505413.2
2019-02-22,'600567,ɽӥֽҵ,3.45,3.46,3.37,3.42,3.44,0.01,0.2907,1.4017,64263818,219242111.0,15816817687.6,15816817687.6
2019-02-21,'600567,ɽӥֽҵ,3.44,3.51,3.42,3.46,3.47,-0.03,-0.8646,1.475,67624150,234082177.0,15770971839.3,15770971839.3
2019-02-20,'600567,ɽӥֽҵ,3.47,3.48,3.4,3.41,3.41,0.06,1.7595,1.2789,58633347,201938650.0,15908509384.4,15908509384.4
2019-02-19,'600567,ɽӥֽҵ,3.41,3.49,3.39,3.45,3.45,-0.04,-1.1594,1.2506,57333856,196985882.0,15633434294.2,15633434294.2
2019-02-18,'600567,ɽӥֽҵ,3.45,3.45,3.37,3.38,3.37,0.08,2.3739,1.3543,62086743,212019743.0,15816817687.6,15816817687.6
2019-02-15,'600567,ɽӥֽҵ,3.37,3.41,3.36,3.4,3.41,-0.04,-1.173,0.7917,36294870,122841052.0,15450050900.7,15450050900.7
2019-02-14,'600567,ɽӥֽҵ,3.41,3.44,3.39,3.42,3.43,-0.02,-0.5831,0.8945,41008998,139986170.0,15633434294.2,15633434294.2
2019-02-13,'600567,ɽӥֽҵ,3.43,3.44,3.37,3.37,3.39,0.04,1.1799,1.3085,59990855,204400432.0,15725125990.9,15725125990.9
2019-02-12,'600567,ɽӥֽҵ,3.39,3.42,3.32,3.33,3.34,0.05,1.497,1.3131,60199854,203047215.0,15541742597.4,15541742597.4
2019-02-11,'600567,ɽӥֽҵ,3.34,3.35,3.28,3.31,3.31,0.03,0.9063,1.0452,47917908,159075355.0,15312513355.6,15312513355.6
2019-02-01,'600567,ɽӥֽҵ,3.31,3.31,3.25,3.28,3.27,0.04,1.2232,0.7627,34966646,114602386.0,15174975810.5,15174975810.5
2019-01-31,'600567,ɽӥֽҵ,3.27,3.29,3.23,3.24,3.23,0.04,1.2384,0.7445,34130625,111291640.0,14991592417.0,14991592417.0
2019-01-30,'600567,ɽӥֽҵ,3.23,3.28,3.22,3.26,3.27,-0.04,-1.2232,0.5784,26517955,86116551.0,14808209023.5,14808209023.5
2019-01-29,'600567,ɽӥֽҵ,3.27,3.28,3.21,3.27,3.28,-0.01,-0.3049,0.6622,30361090,98666804.0,14991592417.0,14991592417.0
2019-01-28,'600567,ɽӥֽҵ,3.28,3.32,3.27,3.3,3.28,0.0,0.0,0.7163,32840906,108309932.0,15037438265.4,15037438265.4
2019-01-25,'600567,ɽӥֽҵ,3.28,3.32,3.27,3.27,3.27,0.01,0.3058,0.6466,29642034,97535686.0,15037438265.4,15037438265.4
2019-01-24,'600567,ɽӥֽҵ,3.27,3.3,3.26,3.29,3.28,-0.01,-0.3049,0.4574,20968620,68837469.0,14991592417.0,14991592417.0
2019-01-23,'600567,ɽӥֽҵ,3.28,3.31,3.24,3.25,3.27,0.01,0.3058,0.6111,27933091,91662632.0,14991751145.4,14991751145.4
2019-01-22,'600567,ɽӥֽҵ,3.27,3.35,3.25,3.34,3.33,-0.06,-1.8018,0.7829,35783697,117426464.0,14946044587.0,14946044587.0
2019-01-21,'600567,ɽӥֽҵ,3.33,3.36,3.3,3.31,3.31,0.02,0.6042,1.1082,50653884,168594398.0,15220283937.2,15220283937.2
2019-01-18,'600567,ɽӥֽҵ,3.31,3.34,3.23,3.25,3.23,0.08,2.4768,1.4689,67136857,220861793.0,15128870820.5,15128870820.5
2019-01-17,'600567,ɽӥֽҵ,3.23,3.27,3.22,3.27,3.25,-0.02,-0.6154,0.794,36290840,117886712.0,14763218353.5,14763218353.5
2019-01-16,'600567,ɽӥֽҵ,3.25,3.28,3.24,3.28,3.28,-0.03,-0.9146,0.7168,32764497,106872250.0,14854631470.2,14854631470.2
2019-01-15,'600567,ɽӥֽҵ,3.28,3.32,3.25,3.3,3.25,0.03,0.9231,1.0989,50225596,164579035.0,14991751145.4,14991751145.4
2019-01-14,'600567,ɽӥֽҵ,3.25,3.28,3.22,3.23,3.24,0.01,0.3086,0.9023,41240242,134079910.0,14854631470.2,14854631470.2
2019-01-11,'600567,ɽӥֽҵ,3.24,3.26,3.17,3.18,3.17,0.07,2.2082,1.2822,58603884,188755294.0,14808924911.9,14808924911.9
2019-01-10,'600567,ɽӥֽҵ,3.17,3.22,3.14,3.15,3.16,0.01,0.3165,0.7922,36208548,114968141.0,14488979003.3,14488979003.3
2019-01-09,'600567,ɽӥֽҵ,3.16,3.21,3.13,3.15,3.14,0.02,0.6369,1.052,48082268,152818035.0,14443272444.9,14443272444.9
2019-01-08,'600567,ɽӥֽҵ,3.14,3.17,3.13,3.15,3.16,-0.02,-0.6329,0.4821,22033371,69326434.0,14351859328.2,14351859328.2
2019-01-07,'600567,ɽӥֽҵ,3.16,3.18,3.13,3.16,3.15,0.01,0.3175,0.6636,30331970,95749047.0,14443272444.9,14443272444.9
2019-01-04,'600567,ɽӥֽҵ,3.15,3.15,3.07,3.08,3.1,0.05,1.6129,0.466,21301015,66502324.0,14397565886.5,14397565886.5
2019-01-03,'600567,ɽӥֽҵ,3.1,3.13,3.09,3.1,3.11,-0.01,-0.3215,0.3291,15042548,46686439.0,14169033094.7,14169033094.7
2019-01-02,'600567,ɽӥֽҵ,3.11,3.12,3.09,3.11,3.12,-0.01,-0.3205,0.3145,14374340,44564049.0,14214739653.1,14214739653.1
2018-12-28,'600567,ɽӥֽҵ,3.12,3.12,3.08,3.09,3.11,0.01,0.3215,0.3452,15777649,48991830.0,14260446211.4,14260446211.4
2018-12-27,'600567,ɽӥֽҵ,3.11,3.16,3.08,3.14,3.11,0.0,0.0,0.4712,21538569,67092204.0,14214739653.1,14214739653.1
2018-12-26,'600567,ɽӥֽҵ,3.11,3.13,3.09,3.1,3.12,-0.01,-0.3205,0.3129,14299961,44468882.0,14214739653.1,14214739653.1
2018-12-25,'600567,ɽӥֽҵ,3.12,3.14,3.08,3.14,3.17,-0.05,-1.5773,0.4869,22253516,69105171.0,14260446211.4,14260446211.4
2018-12-24,'600567,ɽӥֽҵ,3.17,3.17,3.13,3.14,3.15,0.02,0.6349,0.2735,12500892,39455175.0,14488979003.3,14488979003.3
2018-12-21,'600567,ɽӥֽҵ,3.15,3.16,3.13,3.15,3.17,-0.02,-0.6309,0.3599,16449912,51691055.0,14397565886.5,14397565886.5
2018-12-20,'600567,ɽӥֽҵ,3.17,3.2,3.15,3.18,3.19,-0.02,-0.627,0.4252,19432398,61687160.0,14488979003.3,14488979003.3
2018-12-19,'600567,ɽӥֽҵ,3.19,3.23,3.18,3.21,3.21,-0.02,-0.6231,0.4973,22727600,72957231.0,14580392120.0,14580392120.0
2018-12-18,'600567,ɽӥֽҵ,3.21,3.25,3.19,3.23,3.26,-0.05,-1.5337,0.5184,23693100,76237090.0,14671805236.8,14671805236.8
2018-12-17,'600567,ɽӥֽҵ,3.26,3.27,3.19,3.24,3.25,0.01,0.3077,0.8354,38184536,123588467.0,14900338028.6,14900338028.6
2018-12-14,'600567,ɽӥֽҵ,3.25,3.29,3.24,3.26,3.27,-0.02,-0.6116,1.2057,55108900,179713785.0,14854631470.2,14854631470.2
2018-12-13,'600567,ɽӥֽҵ,3.27,3.28,3.24,3.26,3.24,0.03,0.9259,0.798,36474136,119171667.0,14946044587.0,14946044587.0
2018-12-12,'600567,ɽӥֽҵ,3.24,3.26,3.2,3.22,3.2,0.04,1.25,0.7961,36387927,117484262.0,14808924911.9,14808924911.9
2018-12-11,'600567,ɽӥֽҵ,3.2,3.2,3.17,3.18,3.17,0.03,0.9464,0.5454,24928136,79485836.0,14626098678.4,14626098678.4
2018-12-10,'600567,ɽӥֽҵ,3.17,3.19,3.16,3.18,3.2,-0.03,-0.9375,0.7581,34648428,109876629.0,14488979003.3,14488979003.3
2018-12-07,'600567,ɽӥֽҵ,3.2,3.21,3.18,3.2,3.18,0.02,0.6289,0.419,19152942,61244469.0,14626098678.4,14626098678.4
2018-12-06,'600567,ɽӥֽҵ,3.18,3.24,3.18,3.23,3.24,-0.06,-1.8519,0.7466,34122900,109345666.0,14534685561.7,14534685561.7
2018-12-05,'600567,ɽӥֽҵ,3.24,3.26,3.21,3.22,3.28,-0.04,-1.2195,1.0339,47254307,153163659.0,14808924911.9,14808924911.9
2018-12-04,'600567,ɽӥֽҵ,3.28,3.28,3.2,3.22,3.23,0.05,1.548,1.3562,61989107,201609875.0,14991751145.4,14991751145.4
2018-12-03,'600567,ɽӥֽҵ,3.23,3.24,3.16,3.19,3.12,0.11,3.5256,1.3695,62594530,200791207.0,14763218353.5,14763218353.5
2018-11-30,'600567,ɽӥֽҵ,3.12,3.12,3.08,3.1,3.11,0.01,0.3215,0.5193,23737577,73531205.0,14260446211.4,14260446211.4
2018-11-29,'600567,ɽӥֽҵ,3.11,3.18,3.1,3.16,3.14,-0.03,-0.9554,0.6479,29614150,92791596.0,14214739653.1,14214739653.1
2018-11-28,'600567,ɽӥֽҵ,3.14,3.14,3.08,3.12,3.13,0.01,0.3195,0.7415,33892237,105609900.0,14351859328.2,14351859328.2
2018-11-27,'600567,ɽӥֽҵ,3.13,3.18,3.12,3.16,3.15,-0.02,-0.6349,0.4593,20991310,66054872.0,14306152769.8,14306152769.8
2018-11-26,'600567,ɽӥֽҵ,3.15,3.17,3.12,3.14,3.17,-0.02,-0.6309,0.8312,37990825,119593099.0,14397565886.5,14397565886.5
2018-11-23,'600567,ɽӥֽҵ,3.17,3.24,3.09,3.24,3.24,-0.07,-2.1605,1.4468,66126572,208960156.0,14488979003.3,14488979003.3
2018-11-22,'600567,ɽӥֽҵ,3.24,3.27,3.22,3.25,3.25,-0.01,-0.3077,0.6273,28670210,92995838.0,14808924911.9,14808924911.9
2018-11-21,'600567,ɽӥֽҵ,3.25,3.28,3.22,3.24,3.3,-0.05,-1.5152,0.9404,42983267,139556937.0,14854631470.2,14854631470.2
2018-11-20,'600567,ɽӥֽҵ,3.3,3.34,3.26,3.33,3.36,-0.06,-1.7857,1.968,89949242,296636231.0,15083164262.1,15083164262.1
2018-11-19,'600567,ɽӥֽҵ,3.36,3.37,3.32,3.33,3.35,0.01,0.2985,1.3683,62538553,209517221.0,15357403612.3,15357403612.3
2018-11-16,'600567,ɽӥֽҵ,3.35,3.37,3.29,3.31,3.31,0.04,1.2085,1.8508,84593729,281768059.0,15311697054.0,15311697054.0
2018-11-15,'600567,ɽӥֽҵ,3.31,3.31,3.25,3.26,3.27,0.04,1.2232,1.2936,59125138,194074028.0,15128870820.5,15128870820.5
2018-11-14,'600567,ɽӥֽҵ,3.27,3.33,3.26,3.27,3.3,-0.03,-0.9091,1.6844,76988224,253416866.0,14946044587.0,14946044587.0
2018-11-13,'600567,ɽӥֽҵ,3.3,3.34,3.18,3.19,3.23,0.07,2.1672,2.4458,111788162,364676743.0,15083164262.1,15083164262.1
2018-11-12,'600567,ɽӥֽҵ,3.23,3.24,3.16,3.17,3.18,0.05,1.5723,1.5629,71435097,229432182.0,14763218353.5,14763218353.5
2018-11-09,'600567,ɽӥֽҵ,3.18,3.25,3.11,3.13,3.16,0.02,0.6329,1.7939,81995128,262192168.0,14534685561.7,14534685561.7
2018-11-08,'600567,ɽӥֽҵ,3.16,3.2,3.13,3.19,3.16,0.0,0.0,1.0486,47929621,151519134.0,14443272444.9,14443272444.9
2018-11-07,'600567,ɽӥֽҵ,3.16,3.22,3.15,3.2,3.2,-0.04,-1.25,1.3066,59719015,190290046.0,14443272444.9,14443272444.9
2018-11-06,'600567,ɽӥֽҵ,3.2,3.22,3.16,3.17,3.19,0.01,0.3135,1.1379,52010218,165817135.0,14626098678.4,14626098678.4
2018-11-05,'600567,ɽӥֽҵ,3.19,3.21,3.15,3.18,3.23,-0.04,-1.2384,1.8645,85218751,271135570.0,14580392120.0,14580392120.0
2018-11-02,'600567,ɽӥֽҵ,3.23,3.26,3.1,3.15,3.08,0.15,4.8701,3.1804,145364072,462395359.0,14763218353.5,14763218353.5
2018-11-01,'600567,ɽӥֽҵ,3.08,3.13,3.07,3.1,3.09,-0.01,-0.3236,1.6069,73445846,227850954.0,14077619978.0,14077619978.0
2018-10-31,'600567,ɽӥֽҵ,3.09,3.1,3.04,3.05,3.04,0.05,1.6447,1.2162,55586124,170970563.0,14123326536.3,14123326536.3
2018-10-30,'600567,ɽӥֽҵ,3.04,3.07,2.99,3.04,3.05,-0.01,-0.3279,0.9891,45206168,137073942.0,13894793744.5,13894793744.5
2018-10-29,'600567,ɽӥֽҵ,3.05,3.08,3.02,3.07,3.1,-0.05,-1.6129,0.7663,35026949,106643543.0,13940500302.9,13940500302.9
2018-10-26,'600567,ɽӥֽҵ,3.1,3.13,3.07,3.11,3.1,0.0,0.0,0.9557,43679526,135063841.0,14169033094.7,14169033094.7
2018-10-25,'600567,ɽӥֽҵ,3.1,3.1,2.97,3.0,3.11,-0.01,-0.3215,1.4197,64889839,196464283.0,14169033094.7,14169033094.7
2018-10-24,'600567,ɽӥֽҵ,3.11,3.17,3.07,3.09,3.12,-0.01,-0.3205,0.8956,40935107,127551159.0,14214739653.1,14214739653.1
2018-10-23,'600567,ɽӥֽҵ,3.12,3.24,3.11,3.24,3.26,-0.14,-4.2945,1.3993,63959248,202649908.0,14260446211.4,14260446211.4
2018-10-22,'600567,ɽӥֽҵ,3.26,3.27,3.13,3.15,3.13,0.13,4.1534,1.6682,76249262,245111020.0,14900338028.6,14900338028.6
2018-10-19,'600567,ɽӥֽҵ,3.13,3.13,3.0,3.02,3.08,0.05,1.6234,0.9854,45039200,138915619.0,14306152769.8,14306152769.8
2018-10-18,'600567,ɽӥֽҵ,3.08,3.12,3.02,3.11,3.14,-0.06,-1.9108,1.022,46714263,142704851.0,14077619978.0,14077619978.0
2018-10-17,'600567,ɽӥֽҵ,3.14,3.22,3.1,3.22,3.14,0.0,0.0,0.665,30395215,95727893.0,14351859328.2,14351859328.2
2018-10-16,'600567,ɽӥֽҵ,3.14,3.25,3.13,3.21,3.25,-0.11,-3.3846,0.789,36062198,114954441.0,14351859328.2,14351859328.2
2018-10-15,'600567,ɽӥֽҵ,3.25,3.3,3.18,3.3,3.35,-0.1,-2.9851,1.1322,51749670,167544446.0,14854631470.2,14854631470.2
2018-10-12,'600567,ɽӥֽҵ,3.35,3.35,3.07,3.28,3.3,0.05,1.5152,1.7104,78174944,249693086.0,15311697054.0,15311697054.0
2018-10-11,'600567,ɽӥֽҵ,3.3,3.54,3.28,3.54,3.64,-0.34,-9.3407,1.63,74502810,253592487.0,15083164262.1,15083164262.1
2018-10-10,'600567,ɽӥֽҵ,3.64,3.67,3.61,3.66,3.64,0.0,0.0,0.5525,25253490,91858988.0,16637187246.7,16637187246.7
2018-10-09,'600567,ɽӥֽҵ,3.64,3.66,3.6,3.65,3.64,0.0,0.0,0.6041,27609587,100140353.0,16637187246.7,16637187246.7
2018-10-08,'600567,ɽӥֽҵ,3.64,3.7,3.64,3.7,3.75,-0.11,-2.9333,0.6279,28698891,105032994.0,16637187246.7,16637187246.7
2018-09-28,'600567,ɽӥֽҵ,3.75,3.76,3.72,3.74,3.72,0.03,0.8065,0.5091,23267642,87134454.0,17139959388.8,17139959388.8
2018-09-27,'600567,ɽӥֽҵ,3.72,3.76,3.71,3.74,3.74,-0.02,-0.5348,0.5969,27282627,101882386.0,17002839713.6,17002839713.6
2018-09-26,'600567,ɽӥֽҵ,3.74,3.77,3.72,3.73,3.73,0.01,0.2681,0.5954,27211456,102048386.0,17094252830.4,17094252830.4
2018-09-25,'600567,ɽӥֽҵ,3.73,3.76,3.72,3.75,3.77,-0.04,-1.061,0.5278,24125931,90189998.0,17048546272.0,17048546272.0
2018-09-21,'600567,ɽӥֽҵ,3.77,3.78,3.69,3.71,3.7,0.07,1.8919,0.7575,34620939,129654767.0,17231372505.5,17231372505.5
2018-09-20,'600567,ɽӥֽҵ,3.7,3.73,3.68,3.71,3.71,-0.01,-0.2695,0.4566,20871443,77317069.0,16911426596.9,16911426596.9
2018-09-19,'600567,ɽӥֽҵ,3.71,3.76,3.64,3.65,3.67,0.04,1.0899,0.7936,36271082,134412519.0,16957133155.3,16957133155.3
2018-09-18,'600567,ɽӥֽҵ,3.67,3.68,3.55,3.62,3.63,0.04,1.1019,0.9326,42624546,154415017.0,16774306921.8,16774306921.8
2018-09-17,'600567,ɽӥֽҵ,3.63,3.69,3.61,3.68,3.7,-0.07,-1.8919,0.6556,29963302,109085684.0,16591480688.3,16591480688.3
2018-09-14,'600567,ɽӥֽҵ,3.7,3.74,3.69,3.72,3.73,-0.03,-0.8043,0.5536,25302064,93898615.0,16911426596.9,16911426596.9
2018-09-13,'600567,ɽӥֽҵ,3.73,3.75,3.68,3.73,3.7,0.03,0.8108,0.575,26282651,97556594.0,17048546272.0,17048546272.0
2018-09-12,'600567,ɽӥֽҵ,3.7,3.71,3.67,3.69,3.69,0.01,0.271,0.4111,18790912,69401024.0,16911426596.9,16911426596.9
2018-09-11,'600567,ɽӥֽҵ,3.69,3.75,3.67,3.72,3.72,-0.03,-0.8065,0.6162,28162625,104339787.0,16865720038.5,16865720038.5
2018-09-10,'600567,ɽӥֽҵ,3.72,3.79,3.71,3.79,3.79,-0.07,-1.847,0.519,23719994,88670447.0,17002839713.6,17002839713.6
2018-09-07,'600567,ɽӥֽҵ,3.79,3.84,3.77,3.79,3.79,0.0,0.0,0.574,26233540,99743014.0,17322785622.2,17322785622.2
2018-09-06,'600567,ɽӥֽҵ,3.79,3.86,3.76,3.81,3.8,-0.01,-0.2632,0.7575,34622476,132103443.0,17322785622.2,17322785622.2
2018-09-05,'600567,ɽӥֽҵ,3.8,3.89,3.8,3.86,3.86,-0.06,-1.5544,0.8414,38458654,147954842.0,17368492180.6,17368492180.6
2018-09-04,'600567,ɽӥֽҵ,3.86,3.88,3.78,3.8,3.79,0.07,1.847,1.2754,58296114,224021023.0,17642731530.8,17642731530.8
2018-09-03,'600567,ɽӥֽҵ,3.79,3.81,3.67,3.71,3.72,0.07,1.8817,1.3292,60751124,227582965.0,17322785622.2,17322785622.2
2018-08-31,'600567,ɽӥֽҵ,3.72,3.75,3.66,3.74,3.74,-0.02,-0.5348,0.7723,35300189,131000857.0,17002839713.6,17002839713.6
2018-08-30,'600567,ɽӥֽҵ,3.74,3.8,3.73,3.77,3.77,-0.03,-0.7958,0.5715,26120363,98150013.0,17094252830.4,17094252830.4
2018-08-29,'600567,ɽӥֽҵ,3.77,3.78,3.72,3.75,3.75,0.02,0.5333,0.6997,31979436,120044584.0,17231372505.5,17231372505.5
2018-08-28,'600567,ɽӥֽҵ,3.75,3.8,3.73,3.79,3.78,-0.03,-0.7937,0.9651,44111547,166264793.0,17139959388.8,17139959388.8
2018-08-27,'600567,ɽӥֽҵ,3.78,3.78,3.72,3.73,3.7,0.08,2.1622,0.9927,45374877,170349593.0,17277079063.9,17277079063.9
2018-08-24,'600567,ɽӥֽҵ,3.7,3.73,3.68,3.69,3.7,0.0,0.0,0.4116,18813408,69686945.0,16911426596.9,16911426596.9
2018-08-23,'600567,ɽӥֽҵ,3.7,3.72,3.66,3.71,3.7,0.0,0.0,0.4733,21633662,79884784.0,16911426596.9,16911426596.9
2018-08-22,'600567,ɽӥֽҵ,3.7,3.73,3.69,3.73,3.73,-0.03,-0.8043,0.5324,24332691,90225043.0,16911426596.9,16911426596.9
2018-08-21,'600567,ɽӥֽҵ,3.73,3.77,3.64,3.64,3.66,0.07,1.9126,1.0259,46885246,174967060.0,17047268747.0,17047268747.0
2018-08-20,'600567,ɽӥֽҵ,3.66,3.67,3.58,3.62,3.63,0.03,0.8264,0.5351,24454470,88472690.0,16727346813.4,16727346813.4
2018-08-17,'600567,ɽӥֽҵ,3.63,3.69,3.6,3.67,3.65,-0.02,-0.5479,0.6169,28193235,102531064.0,16590237413.3,16590237413.3
2018-08-16,'600567,ɽӥֽҵ,3.65,3.69,3.61,3.61,3.67,-0.02,-0.545,0.5738,26226058,95643660.0,16681643680.0,16681643680.0
2018-08-15,'600567,ɽӥֽҵ,3.67,3.78,3.66,3.76,3.75,-0.08,-2.1333,0.7561,34556182,128081805.0,16773049946.8,16773049946.8
2018-08-14,'600567,ɽӥֽҵ,3.75,3.77,3.7,3.7,3.73,0.02,0.5362,0.7014,32058110,120158659.0,17138675013.8,17138675013.8
2018-08-13,'600567,ɽӥֽҵ,3.73,3.74,3.6,3.72,3.76,-0.03,-0.7979,1.2017,54920821,201525570.0,17047268747.0,17047268747.0
2018-08-10,'600567,ɽӥֽҵ,3.76,3.79,3.73,3.75,3.76,0.0,0.0,0.7891,36064486,135473667.0,17184378147.1,17184378147.1
2018-08-09,'600567,ɽӥֽҵ,3.76,3.79,3.67,3.69,3.71,0.05,1.3477,1.3642,62347527,233612060.0,17184378147.1,17184378147.1
2018-08-08,'600567,ɽӥֽҵ,3.71,3.77,3.69,3.76,3.78,-0.07,-1.8519,0.7042,32182714,120201593.0,16955862480.3,16955862480.3
2018-08-07,'600567,ɽӥֽҵ,3.78,3.78,3.67,3.7,3.69,0.09,2.439,0.972,44424880,165782640.0,17275784413.9,17275784413.9
2018-08-06,'600567,ɽӥֽҵ,3.69,3.82,3.67,3.82,3.81,-0.12,-3.1496,1.1616,53090629,197793907.0,16864456213.5,16864456213.5
2018-08-03,'600567,ɽӥֽҵ,3.81,3.87,3.81,3.83,3.84,-0.03,-0.7813,0.7208,32943280,126357992.0,17412893814.0,17412893814.0
2018-08-02,'600567,ɽӥֽҵ,3.84,3.92,3.77,3.91,3.94,-0.1,-2.5381,1.3419,61328720,234950721.0,17550003214.1,17550003214.1
2018-08-01,'600567,ɽӥֽҵ,3.94,4.02,3.93,3.96,3.95,-0.01,-0.2532,1.5683,71675054,285293669.0,18007034547.8,18007034547.8
